99.500000	0.129088	0.008844	23.996208	2.752934	-9.310691	-0.006425	-28.000000	-28.000000	-28.000000	-26.000000	-26.000000	-26.000000	52224.405000
99.500000	0.128742	0.010071	23.996010	-1.299340	-9.604096	0.010395	-28.000000	-28.000000	-28.000000	-26.000000	-26.000000	-26.000000	47761.275000
99.500000	0.128774	0.011674	23.996231	-5.122105	-8.214655	0.040587	-28.000000	-28.000000	-28.000000	-26.000000	-26.000000	-26.000000	49992.840000
99.500000	0.129485	0.013833	23.996567	-8.041119	-5.384961	0.051870	-28.000000	-28.000000	-28.000000	-26.000000	-26.000000	-26.000000	48717.660000
99.500000	0.130710	0.016085	23.997633	-9.549590	-1.613872	0.058198	-28.000000	-28.000000	-28.000000	-26.000000	-26.000000	-26.000000	50311.635000
99.500000	0.132131	0.018050	23.999697	-9.383607	2.452394	0.054777	-28.000000	-28.000000	-28.000000	-26.000000	-26.000000	-26.000000	49992.840000
99.500000	0.133503	0.019223	24.001302	-7.572231	6.092368	0.042186	-28.000000	-28.000000	-28.000000	-26.000000	-26.000000	-26.000000	46167.300000
99.500000	0.134383	0.019247	24.001913	-4.431269	8.674273	0.022483	-28.000000	-28.000000	-28.000000	-26.000000	-26.000000	-26.000000	50311.635000
99.500000	0.135391	0.018694	24.001918	-0.511308	9.747152	0.000116	-28.000000	-28.000000	-28.000000	-26.000000	-26.000000	-26.000000	48398.865000
99.500000	0.135393	0.017011	24.001246	3.509159	9.123440	-0.016794	-28.000000	-28.000000	-28.000000	-26.000000	-26.000000	-26.000000	49992.840000
99.500000	0.135124	0.015156	24.000254	6.920809	6.911748	-0.042476	-28.000000	-28.000000	-28.000000	-26.000000	-26.000000	-26.000000	44254.530000
99.500000	0.133982	0.012879	23.999179	9.131098	3.498901	-0.050099	-28.000000	-28.000000	-28.000000	-26.000000	-26.000000	-26.000000	48398.865000
99.500000	0.132619	0.010676	23.997998	9.753764	-0.515910	-0.050361	-28.000000	-28.000000	-28.000000	-26.000000	-26.000000	-26.000000	49992.840000
99.500000	0.131354	0.009051	23.997945	8.679981	-4.440182	-0.042318	-28.000000	-28.000000	-28.000000	-26.000000	-26.000000	-26.000000	49992.840000
99.500000	0.129875	0.008883	23.996252	6.097723	-7.580431	-0.026155	-28.000000	-28.000000	-28.000000	-26.000000	-26.000000	-26.000000	49992.840000
99.500000	0.128991	0.008905	23.996336	2.458605	-9.391323	-0.005498	-28.000000	-28.000000	-28.000000	-26.000000	-26.000000	-26.000000	50949.225000
99.500000	0.128647	0.010062	23.995984	-1.600757	-9.556880	0.014282	-28.000000	-28.000000	-28.000000	-26.000000	-26.000000	-26.000000	47761.275000
99.500000	0.128715	0.011981	23.996238	-5.378266	-8.048011	0.040574	-28.000000	-28.000000	-28.000000	-26.000000	-26.000000	-26.000000	48717.660000
99.500000	0.129694	0.013893	23.996778	-8.207158	-5.129168	0.052395	-28.000000	-28.000000	-28.000000	-26.000000	-26.000000	-26.000000	48398.865000
99.500000	0.130827	0.016187	23.998057	-9.596646	-1.311360	0.058155	-28.000000	-28.000000	-28.000000	-26.000000	-26.000000	-26.000000	46486.095000
99.500000	0.132258	0.018283	23.999773	-9.303247	2.746933	0.054132	-28.000000	-28.000000	-28.000000	-26.000000	-26.000000	-26.000000	48717.660000
99.500000	0.133618	0.019386	24.001268	-7.378398	6.328484	0.041056	-28.000000	-28.000000	-28.000000	-26.000000	-26.000000	-26.000000	53180.790000
99.500000	0.134647	0.019267	24.001916	-4.157690	8.810182	0.021094	-28.000000	-28.000000	-28.000000	-26.000000	-26.000000	-26.000000	50630.430000
99.500000	0.135371	0.018444	24.001831	-0.206680	9.759400	-0.001197	-28.000000	-28.000000	-28.000000	-26.000000	-26.000000	-26.000000	48717.660000
