转台	陀螺X_mean	陀螺Y_mean	陀螺Z_mean	加表X_mean	加表Y_mean	加表Z_mean	陀螺X温度	陀螺Y温度	陀螺Z温度	加表X温度	加表Y温度	加表Z温度	陀螺X_std	陀螺Y_std	陀螺Z_std	加表X_std	加表Y_std	加表Z_std	取数长度
spd[0.0_0.0_0.0_180.0]	3560.246000	334.335200	647927.766700	2.209772	1.844844	-0.010705	27.000000	27.000000	27.000000	28.000000	28.000000	28.000000	8.241757	32.495152	145.129975	1.309212	6.192544	0.008417	36
spd[0.0_0.0_0.0_-180.0]	-3559.758700	-333.537200	-647922.539500	2.236882	1.807381	-0.011167	27.719028	27.719028	27.719028	28.000000	28.000000	28.000000	8.489086	24.484586	202.489344	1.504681	6.148249	0.013790	36
spd[90.0_0.0_0.0_10.0]	35996.636900	-44.456600	-199.904100	0.002338	0.020971	-0.048404	27.000000	27.000000	27.000000	28.365972	28.365972	28.365972	2.999697	11.082440	10.157198	0.039830	7.005904	7.033970	36
spd[90.0_0.0_0.0_-10.0]	-35993.134100	44.415200	200.058000	0.002655	-0.038205	0.018687	27.000000	27.000000	27.000000	28.000000	28.000000	28.000000	2.912831	10.165211	11.289019	0.039637	7.030821	7.008984	36
spd[90.0_0.0_0.0_50.0]	179975.852800	-222.533100	-999.455000	0.002126	0.092295	-0.071398	27.160556	27.160556	27.160556	28.000000	28.000000	28.000000	14.727923	12.497303	9.124648	0.040122	6.826771	6.789417	36
spd[90.0_0.0_0.0_-50.0]	-179972.499900	222.487900	999.513800	0.002683	0.156356	-0.021137	27.554028	27.554028	27.554028	28.000000	28.000000	28.000000	13.783384	7.822729	13.378157	0.038733	6.792916	6.823039	36
spd[90.0_0.0_0.0_100.0]	359951.351300	-444.775300	-1999.173900	0.002047	0.606088	-0.243194	27.000000	27.000000	27.000000	28.000000	28.000000	28.000000	26.842319	12.929369	9.476802	0.038173	6.185376	6.155100	36
spd[90.0_0.0_0.0_-100.0]	-359946.882900	444.531100	1998.998400	0.001876	0.515742	-0.252511	27.170139	27.170139	27.170139	28.016806	28.016806	28.016806	23.971848	4.170350	15.824939	0.035742	6.189331	6.150917	36
spd[90.0_0.0_0.0_150.0]	539927.129800	-667.588300	-2998.916800	0.000796	1.222647	-0.593666	27.009306	27.009306	27.009306	29.000000	29.000000	29.000000	123.255985	12.199756	10.381586	0.033772	5.252758	5.121271	36
spd[90.0_0.0_0.0_-150.0]	-539922.080500	667.231400	2998.746300	0.000709	1.220578	-0.638691	27.000000	27.000000	27.000000	29.000000	29.000000	29.000000	178.229771	1.009181	15.804753	0.030633	5.205090	5.169363	36
spd[90.0_0.0_0.0_180.0]	647910.588600	-801.241100	-3598.919900	-0.000028	1.849498	-0.899315	27.196667	27.196667	27.196667	29.000000	29.000000	29.000000	164.202907	13.646818	15.696951	0.029306	5.742686	2.653283	36
spd[90.0_0.0_0.0_-180.0]	-647906.329400	801.117300	3598.948500	0.000136	1.768488	-0.861784	28.000000	28.000000	28.000000	29.000000	29.000000	29.000000	103.192546	3.326739	6.664313	0.032934	2.763788	5.691318	36
