转台	陀螺X_mean	陀螺Y_mean	陀螺Z_mean	加表X_mean	加表Y_mean	加表Z_mean	陀螺X温度	陀螺Y温度	陀螺Z温度	加表X温度	加表Y温度	加表Z温度	陀螺X_std	陀螺Y_std	陀螺Z_std	加表X_std	加表Y_std	加表Z_std	取数长度
spd[0.0_0.0_0.0_180.0]	3565.926600	383.697300	647955.918100	2.211125	1.818470	-0.011291	-27.752778	-27.752778	-27.752778	-26.000000	-26.000000	-26.000000	3.437428	38.728850	139.729276	2.950213	5.596573	0.025095	36
spd[0.0_0.0_0.0_-180.0]	-3565.392400	-384.452100	-647952.876500	2.295128	1.847306	-0.011679	-27.000000	-27.000000	-27.000000	-26.000000	-26.000000	-26.000000	37.840723	30.431615	117.067003	5.993056	2.032352	0.033981	36
spd[90.0_0.0_0.0_10.0]	35999.759900	-43.722200	-200.134100	0.002286	0.012760	-0.050566	-27.680694	-27.680694	-27.680694	-26.000000	-26.000000	-26.000000	3.112907	11.269041	10.118407	0.040016	7.003055	7.036721	36
spd[90.0_0.0_0.0_-10.0]	-35996.751300	42.801500	199.434100	0.002594	-0.033280	0.027068	-28.000000	-28.000000	-28.000000	-26.000000	-26.000000	-26.000000	2.966762	10.122380	11.329861	0.039606	7.024603	7.015100	36
spd[90.0_0.0_0.0_50.0]	179992.592600	-217.687900	-998.893200	0.002464	0.092088	-0.065448	-28.000000	-28.000000	-28.000000	-26.000000	-26.000000	-26.000000	15.275949	12.932734	8.636905	0.039562	6.826989	6.788960	36
spd[90.0_0.0_0.0_-50.0]	-179989.406000	216.952000	998.094800	0.002578	0.163698	-0.024010	-28.000000	-28.000000	-28.000000	-26.000000	-26.000000	-26.000000	13.912113	8.200412	13.208279	0.038785	6.797308	6.818506	36
spd[90.0_0.0_0.0_100.0]	359984.249200	-435.242900	-1998.198500	0.001983	0.605276	-0.240203	-28.000000	-28.000000	-28.000000	-26.000000	-26.000000	-26.000000	27.530545	13.793169	7.707378	0.037913	6.182980	6.158010	36
spd[90.0_0.0_0.0_-100.0]	-359980.745000	434.328100	1996.498700	0.001703	0.512793	-0.269290	-28.000000	-28.000000	-28.000000	-26.000000	-26.000000	-26.000000	24.509284	5.898764	14.529119	0.035491	6.197068	6.144057	36
spd[90.0_0.0_0.0_150.0]	539975.763600	-653.711100	-2996.914700	0.000962	1.252367	-0.549641	-28.000000	-28.000000	-28.000000	-26.000000	-26.000000	-26.000000	115.833038	12.358542	6.472958	0.033446	5.141713	5.232637	36
spd[90.0_0.0_0.0_-150.0]	-539973.450800	651.949300	2995.006900	0.000810	1.300807	-0.635705	-28.000000	-28.000000	-28.000000	-26.000000	-26.000000	-26.000000	173.143625	3.793480	13.065050	0.031089	5.212592	5.162130	36
spd[90.0_0.0_0.0_180.0]	647969.907100	-785.112100	-3596.463300	-0.000089	1.799303	-0.889449	-28.000000	-28.000000	-28.000000	-26.000000	-26.000000	-26.000000	92.278339	7.357999	3.368895	0.017367	4.647317	4.296250	36
spd[90.0_0.0_0.0_-180.0]	-647967.010900	783.105500	3594.797600	-0.000110	1.778378	-0.913216	-28.000000	-28.000000	-28.000000	-26.000000	-26.000000	-26.000000	244.732982	2.376283	16.137599	0.029399	4.231503	4.707730	36
